所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
宝鸡,渭滨,桥南,华夏盛世佳园,43,整租,北,1200,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,新起点家园C区,45,整租,南,1300,半年付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,17,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,东,1100,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,55,整租,北,1200,,1,1,1,随时入住,暂无数据,一般下班后可看,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,115,整租,东,1300,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,50,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,东风路31号住宅小区,128,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,金台,大庆路,经纬花园,76,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,68,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,68,整租,南,850,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,宝石明德沁园,109,整租,南,1200,半年付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,7,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,福临小区廉住房三区,71,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,高新新城国际广场,40,整租,南,1100,半年付价,1,0,1,随时入住,暂无数据,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,68,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,60,整租,西,1300,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,95,整租,南,1300,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,35,整租,西,1100,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,25,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,火车站,红旗路47号,60,整租,东,600,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,火车站,银座大厦,90,整租,南,1300,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,20,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,56,整租,东,1100,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,石油小区(东风路),99,整租,南,1300,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,山水文苑,70,整租,南,1500,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,43,整租,北,1300,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,45,整租,东,1000,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,50,整租,北,1200,季付价,1,0,1,随时入住,1年以内,需提前预约,低楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,财富大厦,37,整租,北,1100,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,25,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟三组住宅楼,130,整租,南,1300,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟花园北区,105,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,曙光路176号院,80,整租,南,1200,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,花样年华·庭苑,45,整租,南,1100,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,黄金办小区,142,整租,南,1500,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,联盟二组小区,110,整租,南,1200,半年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,32,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,火车站,天同国际,39,整租,东,1200,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,54,整租,南,1200,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,56,整租,南,1200,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,泰森千禧时代小区,101,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,33,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,大庆路,123号大院,88,整租,南,1300,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟花园北区,103,整租,东,1300,,2,2,1,随时入住,1年以内,需提前预约,低楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟花园南区,123,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,16,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,进新花园,81,整租,南,1150,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新佳园一期,98,整租,东,1500,年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上马营华苑北区,88,整租,南,1200,季付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,5,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,44,整租,南,1300,,1,0,1,随时入住,暂无数据,一般下班后可看,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,56,整租,南,1100,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,西,1000,,1,1,1,暂无数据,暂无数据,暂无数据,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,50,整租,北,1300,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,水岸丽园,100,整租,南,1350,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,新烽火盛華園,152,整租,东,1500,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,田丰园,102,整租,南,1300,,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,陈仓园铁路住宅B区,76,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,53,整租,北,1500,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,光明小区A区,90,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,暂无数据,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,95,整租,西,1300,,2,1,1,随时入住,暂无数据,一般下班后可看,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,西关,十万大山物业小区,68,整租,南,1300,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,陈仓园,92,整租,南,1200,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),110,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,方豪花园,108,整租,南,1200,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新名门,114,整租,南,1500,,2,2,1,随时入住,1年以内,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,尚枫嘉苑,112,整租,北,1250,,2,1,2,随时入住,暂无数据,需提前预约,高楼层,19,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上马营华苑北区,71,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,工农新苑,100,整租,东,1200,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,中房和园,126,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,轩苑盛世,133,整租,南,1300,,3,2,2,随时入住,暂无数据,一般下班后可看,高楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,财富大厦,38,整租,南,1100,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,40,整租,北,1150,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,40,整租,东,1200,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,万祥尚锦,45,整租,南,1200,半年付价,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,三迪,三迪加州阳光小区,80,整租,南,1500,年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,租用车位,民水,暂无数据,有,集中供暖
宝鸡,渭滨,三迪,三迪加州阳光小区,96,整租,南,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,7,无,租用车位,暂无数据,暂无数据,有,暂无数据
宝鸡,金台,三迪,三迪国际公寓,72,整租,南,1200,年付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,卧龙寺,九悦香都,70,整租,南,1500,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,宝鸡技师学院家属楼,105,整租,南,1200,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,1,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,高新名门,114,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,光明小区A区,90,整租,东,1200,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,33,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,大庆路,幸福里,129,整租,南,1200,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,92,整租,南,1200,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,32,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,大庆路,工农新苑,100,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,电力新苑,94,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,80,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,机床厂家属院,96,整租,南,1500,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,戴家湾小区,90,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,瑞祥花园,84,整租,南,1200,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,宝石明德沁园,108,整租,南,1500,,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,43,整租,北,1200,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡机床集团公司住宅二区,80,整租,南,1200,,2,2,1,随时入住,暂无数据,一般下班后可看,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,方豪花园,94,整租,南,1300,,3,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上马营二号小区,90,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,枫露兰湾,108,整租,南,1200,半年付价,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,团结花园C区南区,98,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,46,整租,北,1400,,1,0,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,三迪,三迪加州阳光小区,86,整租,南,1460,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,电机段高层住宅小区,120,整租,东,1300,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,罗马花园(渭滨区),60,整租,南,1500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,20,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,那里国际,80,整租,南,1350,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,25,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟花园北区,105,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,35,整租,东,1000,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,龙山花园,89,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟花园南区,124,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,17,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,凌云集团八现场社区,121,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
