房源编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
BAOJI2551429252721950720,宝鸡,金台区,三迪,三迪国际公寓,55㎡,整租,东南,1100元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2488201830434349056,宝鸡,渭滨区,火车站,天同国际,55㎡,整租,北,1200元/月,,1室,1厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2465867452476047360,宝鸡,渭滨区,高新区,阳光上东,115㎡,整租,东南,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2529614283839373312,宝鸡,渭滨区,高新区,阳光上东,50㎡,整租,南/北,1100元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2470150917556027392,宝鸡,金台区,上马营,东风路31号住宅小区,128㎡,整租,南/北,1100元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
BAOJI2535302354556174336,宝鸡,金台区,大庆路,经纬花园,76㎡,整租,南/北,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2534000938478477312,宝鸡,金台区,大庆路,宝鸡供电局东区家属院,68㎡,整租,南/北,850元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2552102949749276672,宝鸡,金台区,上马营,上馬营東二小區,68㎡,整租,南/北,850元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2488898277047803904,宝鸡,渭滨区,高新区,宝石明德沁园,109㎡,整租,南/北,1200元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,7层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2530896270315225088,宝鸡,金台区,新福路,福临小区廉住房三区,71㎡,整租,南/北,1100元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2533787905097474048,宝鸡,渭滨区,高新区,高新新城国际广场,40㎡,整租,南,1100元/月,半年付价,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
BAOJI2505699310705328128,宝鸡,金台区,大庆路,宝鸡供电局东区家属院,68㎡,整租,南,900元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2542781073733976064,宝鸡,渭滨区,火车站,嘉隆国际,60㎡,整租,西,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2465844089430474752,宝鸡,渭滨区,高新区,阳光上东,95㎡,整租,南,1300元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2488908690816770048,宝鸡,金台区,三迪,三迪国际公寓,35㎡,整租,西,1100元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,25层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2560852217209036800,宝鸡,渭滨区,火车站,红旗路47号,60㎡,整租,东,600元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2531648965489991680,宝鸡,渭滨区,火车站,银座大厦,90㎡,整租,南/北,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,20层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2515839983219113984,宝鸡,渭滨区,火车站,嘉隆国际,56㎡,整租,东,1100元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2564303151775883264,宝鸡,金台区,上马营,石油小区(东风路),99㎡,整租,南/北,1300元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2565986034139799552,宝鸡,渭滨区,高新区,山水文苑,70㎡,整租,南/北,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2542559552567001088,宝鸡,渭滨区,桥南,华夏盛世佳园,43㎡,整租,北,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2479002914786377728,宝鸡,金台区,三迪,三迪国际公寓,45㎡,整租,东,1000元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2512989115780169728,宝鸡,渭滨区,火车站,天同国际,50㎡,整租,北,1200元/月,季付价,1室,0厅,1卫,随时入住,1年以内,需提前预约,低楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2489835874313830400,宝鸡,渭滨区,高新区,财富大厦,37㎡,整租,北,1100元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,25层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2565256264384774144,宝鸡,金台区,上马营,联盟三组住宅楼,130㎡,整租,南/北,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2565952790530891776,宝鸡,金台区,上马营,联盟花园北区,105㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2564982140412903424,宝鸡,金台区,火车站,曙光路176号院,80㎡,整租,南,1200元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2550586782362378240,宝鸡,金台区,陈仓园,花样年华·庭苑,45㎡,整租,南,1100元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2566491771161296896,宝鸡,渭滨区,桥南,黄金办小区,142㎡,整租,南/北,1500元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2505751836158599168,宝鸡,金台区,上马营,联盟二组小区,110㎡,整租,南,1200元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,32层,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2425985262783045632,宝鸡,渭滨区,火车站,天同国际,39㎡,整租,东,1200元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,27层,有,租用车位,民水,民电,有,集中供暖
BAOJI2525186498790432768,宝鸡,渭滨区,火车站,天同国际,54㎡,整租,南/北,1200元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2546350724594270208,宝鸡,渭滨区,火车站,嘉隆国际,56㎡,整租,南,1200元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2564296658280529920,宝鸡,金台区,大庆路,泰森千禧时代小区,101㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,33层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2564537325363675136,宝鸡,金台区,大庆路,123号大院,88㎡,整租,南/北,1300元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2489785017690234880,宝鸡,金台区,上马营,联盟花园北区,103㎡,整租,东,1300元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,租用车位,民水,民电,有,集中供暖
BAOJI2559185427148324864,宝鸡,金台区,上马营,联盟花园南区,123㎡,整租,南,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,16层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2562860963573538816,宝鸡,金台区,大庆路,进新花园,81㎡,整租,南,1150元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2496871113523462144,宝鸡,渭滨区,高新区,高新佳园一期,98㎡,整租,东,1500元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2553477248485703680,宝鸡,金台区,上马营,上马营华苑北区,88㎡,整租,南/北,1200元/月,季付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2477465282193391616,宝鸡,渭滨区,桥南,华夏盛世佳园,44㎡,整租,南/北,1300元/月,,1室,0厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2526636502248079360,宝鸡,金台区,三迪,三迪国际公寓,56㎡,整租,南,1100元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2352056891217018880,宝鸡,金台区,三迪,三迪国际公寓,55㎡,整租,西,1000元/月,,1室,1厅,1卫,暂无数据,暂无数据,暂无数据,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2465832354481455104,宝鸡,渭滨区,高新区,阳光上东,50㎡,整租,北,1300元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2560798461633511424,宝鸡,渭滨区,桥南,水岸丽园,100㎡,整租,南/北,1350元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2560830624630325248,宝鸡,渭滨区,桥南,新烽火盛華園,152㎡,整租,东,1500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2560801644271386624,宝鸡,金台区,上马营,田丰园,102㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2562054578379948032,宝鸡,金台区,陈仓园,陈仓园铁路住宅B区,76㎡,整租,南/北,1100元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2519593020937216000,宝鸡,渭滨区,高新区,水木清華,53㎡,整租,北,1500元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2470829359464980480,宝鸡,金台区,三迪,光明小区A区,90㎡,整租,南,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,33层,有,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2526066357813125120,宝鸡,金台区,上马营,联盟二组小区,95㎡,整租,西南,1300元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,低楼层,32层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2537707419161591808,宝鸡,金台区,西关,十万大山物业小区,68㎡,整租,南/北,1300元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2541315011696410624,宝鸡,金台区,陈仓园,陈仓园,92㎡,整租,南,1200元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2552702118809042944,宝鸡,金台区,陈仓园,东岭新时代(金台区),110㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,16层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2469463940699267072,宝鸡,金台区,大庆路,方豪花园,108㎡,整租,南/北,1200元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,租用车位,民水,民电,有,集中供暖
BAOJI2518776347938537472,宝鸡,渭滨区,高新区,高新名门,114㎡,整租,南,1500元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2563684403452846080,宝鸡,金台区,群众路,尚枫嘉苑,112㎡,整租,北,1250元/月,,2室,1厅,2卫,随时入住,暂无数据,需提前预约,高楼层,19层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2564280292383145984,宝鸡,金台区,上马营,上马营华苑北区,71㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2564508647891935232,宝鸡,金台区,大庆路,工农新苑,100㎡,整租,东,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2563547644647710720,宝鸡,渭滨区,桥南,中房和园,126㎡,整租,南/北,1500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2563755992579833856,宝鸡,金台区,新福路,轩苑盛世,133㎡,整租,南,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,一般下班后可看,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2512074975201206272,宝鸡,渭滨区,高新区,财富大厦,38㎡,整租,南,1100元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,中楼层,25层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2523154029257687040,宝鸡,金台区,三迪,三迪国际公寓,40㎡,整租,北,1150元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2523807543907074048,宝鸡,金台区,三迪,三迪国际公寓,40㎡,整租,东,1200元/月,,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2538579636531765248,宝鸡,金台区,大庆路,万祥尚锦,45㎡,整租,南,1200元/月,半年付价,1室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2473892239743385600,宝鸡,渭滨区,三迪,三迪加州阳光小区,80㎡,整租,南,1500元/月,年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,18层,有,租用车位,民水,暂无数据,有,集中供暖
BAOJI2481030254652047360,宝鸡,渭滨区,三迪,三迪加州阳光小区,96㎡,整租,南/北,1500元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,租用车位,暂无数据,暂无数据,有,暂无数据
BAOJI2500699691051139072,宝鸡,金台区,三迪,三迪国际公寓,72㎡,整租,南,1200元/月,年付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,27层,有,租用车位,民水,民电,有,集中供暖
BAOJI2518605926991134720,宝鸡,渭滨区,卧龙寺,九悦香都,70㎡,整租,南/北,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2538238901752176640,宝鸡,金台区,新福路,宝鸡技师学院家属楼,105㎡,整租,南/北,1200元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,1层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2551962499217883136,宝鸡,渭滨区,高新区,高新名门,114㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2526756402518048768,宝鸡,金台区,三迪,光明小区A区,90㎡,整租,东南/南,1200元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,33层,有,租用车位,民水,民电,有,集中供暖
BAOJI2547143929816956928,宝鸡,金台区,大庆路,幸福里,129㎡,整租,南/北,1200元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2491168743560839168,宝鸡,金台区,上马营,联盟二组小区,92㎡,整租,南,1200元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,32层,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2490560841825656832,宝鸡,金台区,大庆路,工农新苑,100㎡,整租,南/北,1200元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2488307218832179200,宝鸡,金台区,大庆路,电力新苑,94㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,民水,民电,无,集中供暖
BAOJI2509433009812815872,宝鸡,金台区,大庆路,宝鸡供电局东区家属院,80㎡,整租,南/北,1300元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
